ID,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,term_deposit
9462,48,management,2,secondary,0,11146,0,0,6,jun,136,1,-1,0,0
9463,42,management,2,tertiary,0,202,0,0,6,jun,136,1,-1,0,0
9464,46,self-employed,1,secondary,0,2899,0,0,6,jun,40,1,-1,0,0
9465,48,entrepreneur,2,tertiary,0,810,0,0,6,jun,383,1,-1,0,0
9466,36,technician,2,secondary,0,22,0,0,6,jun,464,1,-1,0,0
9467,59,self-employed,2,tertiary,0,10360,0,0,6,jun,37,1,-1,0,0
9468,48,services,2,secondary,0,328,0,0,6,jun,189,1,-1,0,0
9469,52,blue-collar,2,primary,0,4793,1,0,6,jun,176,2,-1,0,0
9470,56,unemployed,0,secondary,0,763,0,0,6,jun,181,2,-1,0,0
9471,47,blue-collar,2,primary,0,673,1,1,6,jun,118,4,-1,0,0
9472,52,self-employed,2,tertiary,0,1088,1,0,6,jun,217,2,-1,0,0
9473,53,entrepreneur,2,unknown,0,19850,0,0,6,jun,86,1,-1,0,0
9474,50,technician,2,secondary,0,8001,0,0,6,jun,52,1,-1,0,0
9475,51,self-employed,2,primary,0,8313,0,0,6,jun,185,1,-1,0,0
9476,37,technician,1,tertiary,0,1309,0,0,6,jun,442,2,-1,0,0
9477,41,blue-collar,2,primary,0,1461,1,0,6,jun,554,2,-1,0,1
9478,59,retired,2,primary,1,-488,0,1,6,jun,247,1,-1,0,0
9479,55,services,0,primary,0,653,0,0,6,jun,800,1,-1,0,0
9480,35,blue-collar,1,unknown,0,871,1,0,6,jun,216,3,-1,0,0
9481,56,housemaid,0,tertiary,0,1059,0,1,6,jun,57,2,-1,0,0
9482,36,services,0,secondary,0,1594,0,0,6,jun,250,3,-1,0,0
9483,43,self-employed,2,tertiary,0,64,0,0,6,jun,230,2,-1,0,0
9484,48,management,2,tertiary,0,0,1,0,6,jun,300,5,-1,0,0
9485,34,housemaid,2,tertiary,0,1265,1,0,6,jun,397,3,-1,0,0
9486,44,self-employed,1,tertiary,0,97,1,0,6,jun,153,4,-1,0,0
9487,39,services,2,secondary,0,207,0,0,6,jun,78,2,-1,0,0
9488,43,admin.,2,primary,0,482,1,0,6,jun,1041,13,-1,0,0
9489,53,housemaid,1,tertiary,0,3275,0,0,6,jun,527,2,-1,0,0
9490,36,blue-collar,2,secondary,0,70,1,0,6,jun,100,2,-1,0,0
9491,36,services,1,primary,0,38,0,0,6,jun,308,4,-1,0,0
9492,41,management,1,tertiary,0,195,0,0,6,jun,341,2,-1,0,0
9493,37,services,0,secondary,0,319,1,0,6,jun,467,3,-1,0,1
9494,32,services,0,secondary,0,5267,1,0,6,jun,178,2,-1,0,0
9495,56,retired,0,tertiary,0,2774,0,0,6,jun,1288,3,-1,0,0
9496,44,blue-collar,1,secondary,0,259,1,0,6,jun,163,2,-1,0,0
9497,25,admin.,1,secondary,0,0,1,0,6,jun,172,2,-1,0,0
9498,30,management,1,tertiary,0,1636,0,0,6,jun,301,2,-1,0,0
9499,32,services,2,secondary,0,4789,1,1,6,jun,407,4,-1,0,0
9500,53,technician,2,secondary,0,480,0,0,6,jun,648,2,-1,0,1
9501,29,technician,2,tertiary,0,-246,1,0,6,jun,311,3,-1,0,0
9502,49,housemaid,0,secondary,0,630,0,0,6,jun,415,2,-1,0,0
9503,37,entrepreneur,2,tertiary,0,342,1,0,6,jun,212,1,-1,0,0
9504,41,housemaid,1,primary,0,21,0,0,6,jun,264,1,-1,0,0
9505,37,blue-collar,0,secondary,0,33,1,0,6,jun,326,1,-1,0,0
9506,41,admin.,0,secondary,0,762,1,0,6,jun,319,4,-1,0,0
9507,46,technician,2,secondary,0,0,0,0,6,jun,186,2,-1,0,0
9508,35,services,1,secondary,0,-2,0,0,6,jun,15,1,-1,0,0
9509,40,services,1,secondary,0,2936,0,0,6,jun,473,2,-1,0,0
9510,36,housemaid,1,tertiary,0,561,0,0,6,jun,274,2,-1,0,0
9511,39,housemaid,1,secondary,0,2022,0,0,6,jun,105,1,-1,0,0
9512,55,housemaid,2,primary,0,1870,0,0,6,jun,152,1,-1,0,0
9513,49,housemaid,0,unknown,0,2754,0,0,6,jun,18,2,-1,0,0
9514,54,management,2,unknown,0,1960,0,0,6,jun,13,5,-1,0,0
9515,45,self-employed,2,tertiary,0,510,0,0,6,jun,639,2,-1,0,0
9516,29,blue-collar,1,primary,0,213,1,0,6,jun,2653,3,-1,0,1
9517,58,blue-collar,2,secondary,0,4053,0,0,6,jun,160,2,-1,0,0
9518,35,management,2,tertiary,0,482,0,0,6,jun,129,2,-1,0,0
9519,50,blue-collar,2,secondary,0,464,0,1,6,jun,426,2,-1,0,0
9520,47,admin.,2,secondary,0,1383,1,0,6,jun,460,8,-1,0,0
9521,38,blue-collar,2,secondary,0,3598,0,0,6,jun,154,1,-1,0,0
9522,39,technician,1,secondary,0,201,0,1,6,jun,148,4,-1,0,0
9523,45,housemaid,1,secondary,0,5287,0,0,6,jun,252,2,-1,0,0
9524,40,blue-collar,2,primary,0,343,0,0,6,jun,292,2,-1,0,0
9525,37,blue-collar,2,secondary,0,1,0,0,6,jun,44,2,-1,0,0
9526,52,retired,2,secondary,0,1956,0,0,6,jun,384,2,-1,0,0
9527,40,management,2,primary,0,733,1,0,6,jun,94,7,-1,0,0
9528,28,blue-collar,1,secondary,0,3430,1,0,6,jun,72,6,-1,0,0
9529,56,unemployed,0,tertiary,0,832,0,0,6,jun,36,2,-1,0,0
9530,46,retired,1,primary,0,1190,0,0,6,jun,316,2,-1,0,0
9531,51,technician,2,secondary,0,176,0,0,6,jun,217,4,-1,0,0
9532,39,self-employed,2,secondary,1,-571,0,0,6,jun,180,2,-1,0,0
9533,45,services,2,secondary,0,191,0,1,6,jun,136,2,-1,0,0
9534,33,entrepreneur,1,tertiary,0,327,1,1,6,jun,562,2,-1,0,0
9535,45,blue-collar,0,secondary,0,0,0,0,6,jun,422,5,-1,0,0
9536,58,housemaid,2,primary,0,935,1,0,6,jun,272,2,-1,0,0
9537,58,entrepreneur,2,primary,0,52499,0,0,6,jun,198,2,-1,0,0
9538,43,blue-collar,0,primary,0,1260,0,1,6,jun,17,4,-1,0,0
9539,60,housemaid,2,unknown,0,10285,0,0,6,jun,174,2,-1,0,0
9540,57,entrepreneur,2,tertiary,0,958,0,0,6,jun,250,2,-1,0,0
9541,37,management,2,tertiary,0,1698,1,0,6,jun,95,2,-1,0,0
9542,38,self-employed,0,secondary,0,0,0,0,6,jun,261,2,-1,0,0
9543,28,blue-collar,1,tertiary,0,727,1,0,6,jun,144,4,-1,0,0
9544,44,technician,0,tertiary,0,9192,1,0,6,jun,59,3,-1,0,0
9545,46,admin.,2,primary,0,595,1,0,6,jun,334,3,-1,0,0
9546,31,management,1,tertiary,0,2296,1,0,6,jun,49,8,-1,0,0
9547,45,self-employed,2,secondary,0,-30,1,1,6,jun,165,2,-1,0,0
9548,50,technician,2,secondary,0,3503,1,0,6,jun,103,2,-1,0,0
9549,38,housemaid,2,primary,0,3577,0,0,6,jun,190,2,-1,0,0
9550,49,blue-collar,2,primary,0,0,1,0,6,jun,286,2,-1,0,0
9551,30,blue-collar,2,secondary,0,3653,1,1,6,jun,167,4,-1,0,0
9552,30,student,1,unknown,0,1232,1,0,6,jun,52,4,-1,0,0
9553,51,management,2,tertiary,0,21574,0,0,6,jun,197,3,-1,0,0
9554,41,management,2,tertiary,0,850,0,0,6,jun,262,2,-1,0,0
9555,52,retired,2,unknown,0,3303,0,0,6,jun,33,1,-1,0,0
9556,59,retired,2,secondary,0,444,1,0,6,jun,137,1,-1,0,0
9557,38,services,0,secondary,0,792,0,0,6,jun,430,1,-1,0,0
9558,52,services,2,secondary,0,1386,0,0,6,jun,100,1,-1,0,0
9559,37,self-employed,1,tertiary,0,1549,0,0,6,jun,48,2,-1,0,0
9560,49,blue-collar,2,primary,0,4830,1,0,6,jun,350,1,-1,0,0
9561,48,management,2,primary,0,2803,1,0,6,jun,30,24,-1,0,0
9562,35,blue-collar,2,secondary,0,594,1,0,6,jun,213,2,-1,0,0
9563,59,retired,0,primary,0,40,0,0,6,jun,108,1,-1,0,0
9564,54,housemaid,2,secondary,0,378,0,0,6,jun,371,2,-1,0,0
9565,53,management,2,unknown,0,12001,0,0,6,jun,207,1,-1,0,0
9566,54,housemaid,1,unknown,0,6020,0,0,6,jun,24,1,-1,0,0
9567,30,blue-collar,1,secondary,0,23,1,0,6,jun,36,24,-1,0,0
9568,53,technician,2,primary,0,44,0,0,6,jun,256,1,-1,0,0
9569,57,entrepreneur,2,tertiary,0,1114,0,0,6,jun,139,2,-1,0,0
9570,51,housemaid,2,primary,0,1275,0,0,6,jun,92,1,-1,0,0
9571,49,entrepreneur,0,secondary,0,2908,0,0,6,jun,322,1,-1,0,0
9572,49,technician,1,secondary,0,-97,1,0,6,jun,92,2,-1,0,0
9573,53,retired,2,secondary,0,1300,0,0,6,jun,420,1,-1,0,0
9574,45,technician,2,tertiary,0,43,1,0,6,jun,184,4,-1,0,0
9575,37,blue-collar,2,secondary,0,5334,0,0,6,jun,58,1,-1,0,0
9576,37,self-employed,0,tertiary,0,160,1,1,6,jun,545,2,-1,0,0
9577,35,blue-collar,1,secondary,0,11671,0,0,6,jun,190,1,-1,0,0
9578,41,management,2,tertiary,0,251,0,1,6,jun,85,3,-1,0,0
9579,35,management,1,tertiary,0,68,0,0,6,jun,1085,1,-1,0,1
9580,54,blue-collar,0,secondary,0,218,0,0,6,jun,514,2,-1,0,0
9581,40,student,1,secondary,0,5349,0,0,6,jun,471,1,-1,0,0
9582,47,admin.,0,secondary,0,295,1,0,6,jun,94,2,-1,0,1
9583,40,admin.,2,secondary,0,2199,0,0,6,jun,38,3,-1,0,0
9584,57,retired,2,secondary,0,3783,1,0,6,jun,198,3,-1,0,0
9585,37,blue-collar,2,secondary,0,287,1,0,6,jun,191,2,-1,0,0
9586,57,housemaid,2,primary,0,7082,0,0,6,jun,69,3,-1,0,0
9587,29,blue-collar,2,secondary,0,87,1,0,6,jun,1330,3,-1,0,0
9588,35,blue-collar,0,primary,0,-5,0,0,6,jun,48,5,-1,0,0
9589,39,technician,2,secondary,0,3050,1,0,6,jun,236,7,-1,0,0
9590,55,entrepreneur,0,tertiary,0,0,0,0,6,jun,108,2,-1,0,0
9591,49,admin.,2,secondary,0,1632,0,0,6,jun,47,1,-1,0,0
9592,23,technician,1,secondary,1,150,1,1,6,jun,66,5,-1,0,0
9593,41,blue-collar,2,primary,0,-204,1,1,6,jun,42,1,-1,0,0
9594,58,retired,2,secondary,0,2836,0,0,6,jun,248,2,-1,0,0
9595,53,management,2,tertiary,0,7067,0,0,6,jun,82,3,-1,0,0
9596,35,admin.,2,secondary,0,640,0,0,6,jun,461,2,-1,0,0
9597,36,management,2,tertiary,0,254,0,0,6,jun,161,3,-1,0,0
9598,46,unknown,2,unknown,0,2367,0,0,6,jun,86,3,-1,0,0
9599,36,self-employed,2,tertiary,0,16430,1,0,6,jun,197,3,-1,0,0
9600,32,entrepreneur,2,secondary,0,1328,1,0,6,jun,80,5,-1,0,0
9601,40,housemaid,0,primary,0,1,0,0,6,jun,113,3,-1,0,0
9602,52,technician,2,secondary,0,-38,0,0,6,jun,613,1,-1,0,0
9603,48,services,0,primary,0,927,0,0,6,jun,201,6,-1,0,0
9604,53,housemaid,2,primary,0,5098,1,0,6,jun,155,3,-1,0,0
9605,36,services,2,secondary,0,8114,1,0,6,jun,505,1,-1,0,0
9606,47,unknown,2,unknown,0,0,0,0,6,jun,466,2,-1,0,0
9607,37,blue-collar,2,secondary,0,-288,1,1,6,jun,298,2,-1,0,0
9608,45,admin.,0,secondary,0,246,0,0,6,jun,119,1,-1,0,0
9609,47,management,0,tertiary,0,313,1,0,6,jun,114,7,-1,0,0
9610,45,services,2,secondary,0,162,0,0,6,jun,166,4,-1,0,0
9611,33,blue-collar,2,secondary,0,2645,1,1,6,jun,85,4,-1,0,0
9612,50,blue-collar,2,secondary,0,289,0,0,6,jun,73,1,-1,0,0
9613,40,retired,2,secondary,0,263,0,0,6,jun,761,3,-1,0,0
9614,58,management,1,unknown,0,1873,0,0,6,jun,49,2,-1,0,0
9615,57,technician,0,secondary,0,204,0,0,6,jun,97,5,-1,0,0
9616,38,blue-collar,1,secondary,0,-56,1,1,6,jun,247,2,-1,0,0
9617,48,admin.,0,secondary,0,2662,0,0,6,jun,298,2,-1,0,0
9618,37,self-employed,0,secondary,0,231,0,0,6,jun,250,1,-1,0,0
9619,43,management,0,secondary,0,311,0,0,6,jun,92,1,-1,0,0
9620,37,self-employed,2,tertiary,0,0,0,0,6,jun,143,1,-1,0,0
9621,36,blue-collar,2,primary,0,0,0,0,6,jun,149,1,-1,0,0
9622,60,management,2,secondary,0,130,0,0,6,jun,151,1,-1,0,0
9623,39,services,1,secondary,0,158,1,0,6,jun,354,2,-1,0,0
9624,25,technician,1,secondary,0,2704,1,0,6,jun,63,3,-1,0,0
9625,53,retired,0,secondary,1,-200,0,1,6,jun,161,1,-1,0,0
9626,45,blue-collar,2,secondary,0,22928,0,0,6,jun,113,1,-1,0,0
9627,52,management,0,tertiary,0,590,0,0,6,jun,354,5,-1,0,0
9628,37,blue-collar,2,primary,0,7,0,0,6,jun,176,1,-1,0,0
9629,60,retired,2,secondary,0,2586,0,0,6,jun,150,4,-1,0,0
9630,52,housemaid,1,tertiary,0,0,0,0,6,jun,431,2,-1,0,0
9631,48,blue-collar,1,primary,0,10442,0,0,6,jun,63,2,-1,0,0
9632,44,technician,0,secondary,0,414,1,1,6,jun,81,2,-1,0,0
9633,36,admin.,2,secondary,0,231,1,1,6,jun,136,6,-1,0,0
9634,39,blue-collar,2,primary,0,1005,0,0,6,jun,158,2,-1,0,0
9635,58,retired,2,secondary,0,610,1,0,6,jun,651,1,-1,0,0
9636,46,housemaid,2,primary,0,1676,0,0,6,jun,56,2,-1,0,0
9637,45,admin.,0,primary,0,1807,1,0,6,jun,118,2,-1,0,0
9638,60,technician,2,secondary,0,0,1,0,6,jun,280,3,-1,0,0
9639,49,services,2,secondary,0,-33,1,0,6,jun,774,13,-1,0,0
9640,60,retired,2,secondary,0,1420,1,1,6,jun,39,4,-1,0,0
9641,57,unknown,2,secondary,0,2,0,0,6,jun,112,4,-1,0,0
9642,45,technician,2,secondary,0,4639,0,0,6,jun,82,2,-1,0,0
9643,44,blue-collar,2,unknown,0,391,0,0,6,jun,355,4,-1,0,0
9644,28,admin.,1,secondary,0,596,1,0,6,jun,151,6,-1,0,0
9645,49,management,1,tertiary,0,1,1,0,6,jun,59,3,-1,0,0
9646,50,unknown,2,primary,0,1502,0,0,6,jun,34,2,-1,0,0
9647,33,management,2,tertiary,0,806,1,0,6,jun,124,3,-1,0,0
9648,28,blue-collar,2,secondary,0,2788,1,0,6,jun,369,2,-1,0,1
9649,27,technician,1,tertiary,0,1526,1,0,6,jun,342,10,-1,0,0
9650,56,unemployed,2,secondary,0,660,1,0,6,jun,72,3,-1,0,0
9651,37,services,2,secondary,0,1372,1,0,6,jun,129,2,-1,0,0
9652,35,blue-collar,1,primary,0,3339,1,0,6,jun,304,2,-1,0,0
9653,49,admin.,1,secondary,0,4509,0,0,6,jun,42,2,-1,0,0
9654,38,blue-collar,2,secondary,0,1434,0,0,6,jun,396,4,-1,0,0
9655,39,technician,2,secondary,0,328,0,0,6,jun,188,7,-1,0,0
9656,51,blue-collar,2,secondary,0,502,0,0,6,jun,93,2,-1,0,0
9657,46,entrepreneur,1,tertiary,0,77,1,1,6,jun,520,3,-1,0,0
9658,60,blue-collar,0,primary,0,92,1,0,6,jun,70,3,-1,0,0
9659,39,blue-collar,2,secondary,0,497,0,0,6,jun,95,4,-1,0,0
9660,44,services,2,secondary,0,-63,0,0,6,jun,392,2,-1,0,0
9661,32,blue-collar,1,primary,0,5418,1,0,6,jun,25,6,-1,0,0
9662,36,blue-collar,2,primary,0,0,1,0,6,jun,246,4,-1,0,0
9663,37,blue-collar,2,secondary,0,2870,1,0,6,jun,94,2,-1,0,0
9664,39,self-employed,2,tertiary,0,3201,0,0,6,jun,197,2,-1,0,0
9665,37,management,1,tertiary,0,7179,1,0,6,jun,31,8,-1,0,0
9666,27,technician,1,tertiary,0,535,1,0,6,jun,446,3,-1,0,0
9667,47,housemaid,2,primary,0,389,0,0,6,jun,145,2,-1,0,0
9668,59,unknown,1,secondary,0,3237,0,0,6,jun,100,3,-1,0,0
9669,27,blue-collar,2,secondary,0,379,1,1,6,jun,252,4,-1,0,0
9670,58,blue-collar,2,primary,0,9200,0,0,6,jun,233,2,-1,0,0
9671,39,technician,1,secondary,0,1963,1,0,6,jun,100,4,-1,0,0
9672,36,self-employed,2,secondary,0,1245,1,0,6,jun,1469,9,-1,0,1
9673,41,self-employed,2,primary,0,340,0,0,6,jun,37,3,-1,0,0
9674,58,unknown,1,secondary,0,311,0,0,6,jun,248,2,-1,0,0
9675,40,entrepreneur,2,tertiary,0,1953,1,0,6,jun,112,5,-1,0,0
9676,52,housemaid,2,primary,0,0,0,0,6,jun,235,3,-1,0,0
9677,60,management,2,primary,0,295,0,0,6,jun,126,4,-1,0,0
9678,31,services,2,secondary,0,500,1,0,6,jun,19,18,-1,0,0
9679,54,self-employed,0,tertiary,0,3952,0,0,6,jun,28,6,-1,0,0
9680,39,admin.,0,secondary,0,2610,0,0,6,jun,67,5,-1,0,0
9681,53,retired,2,primary,0,17,0,1,6,jun,104,2,-1,0,0
9682,35,blue-collar,1,secondary,0,1017,0,0,6,jun,53,2,-1,0,0
9683,36,technician,2,secondary,0,5521,0,0,6,jun,61,1,-1,0,0
9684,40,admin.,2,secondary,0,3234,0,0,6,jun,82,1,-1,0,0
9685,42,management,0,tertiary,0,0,0,0,6,jun,61,1,-1,0,0
9686,51,retired,0,tertiary,0,126,0,1,6,jun,152,1,-1,0,0
9687,32,admin.,2,secondary,0,-1272,1,0,6,jun,606,5,-1,0,0
9688,42,blue-collar,2,primary,0,480,1,0,6,jun,288,12,-1,0,0
9689,59,blue-collar,2,secondary,0,0,0,0,6,jun,135,1,-1,0,0
9690,44,self-employed,2,tertiary,0,425,0,0,6,jun,147,1,-1,0,0
9691,35,services,2,secondary,0,193,0,1,6,jun,50,1,-1,0,0
9692,55,blue-collar,2,unknown,0,7561,0,0,6,jun,685,3,-1,0,1
9693,35,admin.,1,tertiary,0,-162,1,1,6,jun,119,1,-1,0,0
9694,40,admin.,2,secondary,0,947,0,0,6,jun,160,1,-1,0,0
9695,48,entrepreneur,2,secondary,0,4037,0,0,6,jun,23,1,-1,0,0
9696,42,blue-collar,2,secondary,0,375,1,0,6,jun,99,5,-1,0,0
9697,39,entrepreneur,2,secondary,1,0,0,0,6,jun,119,4,-1,0,0
9698,37,housemaid,1,secondary,0,-178,1,0,6,jun,122,5,-1,0,0
9699,28,blue-collar,2,secondary,0,822,1,0,6,jun,209,18,-1,0,0
9700,46,services,2,secondary,0,2215,0,0,6,jun,222,2,-1,0,0
9701,41,services,1,secondary,0,260,0,0,6,jun,75,1,-1,0,0
9702,35,technician,2,tertiary,0,7951,0,1,6,jun,103,1,-1,0,0
9703,39,blue-collar,1,secondary,0,1170,0,0,6,jun,383,1,-1,0,0
9704,34,blue-collar,2,secondary,0,291,1,0,6,jun,111,5,-1,0,0
9705,39,technician,1,unknown,0,75,0,0,6,jun,26,1,-1,0,0
9706,48,management,2,tertiary,0,-1232,1,0,6,jun,183,1,-1,0,0
9707,37,self-employed,2,secondary,0,215,1,0,6,jun,61,1,-1,0,0
9708,52,unknown,2,primary,0,547,0,0,6,jun,33,2,-1,0,0
9709,37,blue-collar,2,secondary,0,3574,1,0,6,jun,117,1,-1,0,0
9710,38,technician,1,secondary,0,0,1,0,6,jun,64,1,-1,0,0
9711,36,student,2,primary,0,3503,0,0,6,jun,31,1,-1,0,0
9712,39,management,2,tertiary,0,575,0,0,6,jun,109,1,-1,0,0
9713,35,blue-collar,1,primary,0,3798,0,0,6,jun,19,1,-1,0,0
9714,41,technician,2,secondary,0,1297,0,0,6,jun,82,1,-1,0,0
9715,50,management,2,tertiary,0,0,1,0,6,jun,243,7,-1,0,0
9716,36,services,0,secondary,0,115,0,0,6,jun,201,1,-1,0,0
9717,54,admin.,0,primary,0,0,0,0,6,jun,127,1,-1,0,0
9718,38,admin.,2,secondary,0,4874,0,0,6,jun,1291,3,-1,0,0
9719,38,technician,2,secondary,0,4741,1,0,9,jun,221,10,-1,0,0
9720,53,retired,0,primary,0,2997,0,0,9,jun,162,1,-1,0,0
9721,38,admin.,2,secondary,0,9618,1,0,9,jun,214,1,-1,0,0
9722,47,unemployed,2,secondary,0,2024,0,0,9,jun,169,1,-1,0,0
9723,56,technician,2,secondary,0,992,0,0,9,jun,123,1,-1,0,0
9724,40,blue-collar,2,primary,0,676,0,0,9,jun,74,1,-1,0,0
9725,57,technician,2,secondary,0,93,0,0,9,jun,82,2,-1,0,0
9726,45,unemployed,2,secondary,0,1603,0,0,9,jun,164,2,-1,0,0
9727,51,retired,2,primary,0,610,0,0,9,jun,86,2,-1,0,0
9728,45,services,2,primary,0,60,0,0,9,jun,349,2,-1,0,0
9729,42,technician,2,secondary,0,6250,0,0,9,jun,107,3,-1,0,0
9730,42,management,2,primary,0,4362,0,0,9,jun,238,1,-1,0,0
9731,59,housemaid,2,secondary,0,345,0,0,9,jun,38,1,-1,0,0
9732,43,services,2,secondary,0,861,1,0,9,jun,78,1,-1,0,0
9733,57,services,2,secondary,0,1166,0,0,9,jun,106,1,-1,0,0
9734,53,unknown,2,secondary,0,16,0,0,9,jun,100,1,-1,0,0
9735,36,blue-collar,2,unknown,0,3783,0,0,9,jun,113,1,-1,0,0
9736,46,blue-collar,2,primary,0,1666,1,0,9,jun,94,13,-1,0,0
9737,47,retired,2,secondary,0,2383,0,0,9,jun,529,1,-1,0,0
9738,44,entrepreneur,2,tertiary,0,31,0,0,9,jun,467,1,-1,0,0
9739,45,technician,2,tertiary,0,1780,0,0,9,jun,464,1,-1,0,0
9740,44,blue-collar,2,primary,0,2135,0,0,9,jun,61,1,-1,0,0
9741,37,blue-collar,2,primary,0,351,0,0,9,jun,108,1,-1,0,0
9742,59,housemaid,2,primary,0,0,0,0,9,jun,332,1,-1,0,0
9743,58,housemaid,2,tertiary,0,1280,0,1,9,jun,112,1,-1,0,0
9744,48,management,2,primary,0,1744,0,0,9,jun,181,1,-1,0,0
9745,42,management,2,primary,0,0,0,0,9,jun,108,1,-1,0,0
9746,58,housemaid,2,primary,0,2348,0,0,9,jun,226,1,-1,0,0
9747,37,unemployed,1,primary,0,1241,0,0,9,jun,60,2,-1,0,0
9748,35,technician,2,tertiary,0,2518,0,0,9,jun,400,1,-1,0,0
9749,44,admin.,2,secondary,0,1497,0,0,9,jun,60,1,-1,0,0
9750,35,management,2,tertiary,0,2308,0,1,9,jun,540,1,-1,0,0
9751,58,housemaid,2,primary,0,258,0,0,9,jun,174,1,-1,0,0
9752,41,admin.,2,secondary,0,176,0,0,9,jun,196,1,-1,0,0
9753,47,management,2,unknown,0,150,0,0,9,jun,52,1,-1,0,0
9754,35,self-employed,2,secondary,0,-3,0,0,9,jun,438,5,-1,0,0
9755,46,housemaid,2,primary,0,39,0,0,9,jun,74,2,-1,0,0
9756,58,management,0,tertiary,0,5,1,0,9,jun,412,1,-1,0,0
9757,34,housemaid,2,tertiary,0,5011,1,0,9,jun,311,2,-1,0,0
9758,45,retired,0,primary,0,261,0,0,9,jun,123,1,-1,0,0
9759,49,management,0,primary,0,49,0,0,9,jun,232,1,-1,0,0
9760,37,blue-collar,1,primary,0,7027,0,0,9,jun,65,1,-1,0,0
9761,51,self-employed,2,tertiary,0,150,0,0,9,jun,146,1,-1,0,0
9762,59,retired,2,unknown,0,1491,0,0,9,jun,157,2,-1,0,0
9763,51,services,2,secondary,0,-467,0,0,9,jun,216,5,-1,0,0
9764,46,housemaid,0,secondary,0,154,0,0,9,jun,79,1,-1,0,0
9765,25,services,2,secondary,0,77,1,0,9,jun,220,4,-1,0,0
9766,38,services,2,secondary,0,1005,1,1,9,jun,152,2,-1,0,0
9767,39,blue-collar,1,primary,0,1530,1,0,9,jun,140,1,-1,0,0
9768,37,admin.,2,secondary,1,0,0,0,9,jun,89,1,-1,0,0
9769,45,blue-collar,1,primary,0,4289,1,0,9,jun,400,1,-1,0,0
9770,40,blue-collar,1,primary,0,397,0,0,9,jun,163,1,-1,0,0
9771,39,management,2,tertiary,0,2810,0,0,9,jun,77,1,-1,0,0
9772,40,services,2,secondary,0,37,0,0,9,jun,356,5,-1,0,0
9773,54,housemaid,0,primary,0,215,0,1,9,jun,117,2,-1,0,0
9774,35,admin.,2,secondary,0,5768,1,1,9,jun,145,1,-1,0,0
9775,49,management,0,secondary,0,-46,1,0,9,jun,1055,10,-1,0,1
9776,41,management,2,secondary,0,5585,0,0,9,jun,772,1,-1,0,0
9777,56,technician,1,tertiary,0,917,0,0,9,jun,306,1,-1,0,0
9778,39,management,2,primary,0,1873,0,0,9,jun,161,2,-1,0,0
9779,41,blue-collar,2,primary,0,16431,0,0,9,jun,139,1,-1,0,0
9780,37,blue-collar,2,primary,0,178,1,1,9,jun,72,1,-1,0,0
9781,52,housemaid,0,primary,0,3899,0,0,9,jun,49,1,-1,0,0
9782,36,technician,2,secondary,0,300,0,0,9,jun,287,1,-1,0,0
9783,56,admin.,2,secondary,0,2146,0,1,9,jun,594,1,-1,0,0
9784,58,entrepreneur,2,tertiary,0,2920,1,0,9,jun,136,1,-1,0,0
9785,38,technician,2,secondary,0,994,0,0,9,jun,119,1,-1,0,0
9786,53,management,0,primary,0,443,0,0,9,jun,422,1,-1,0,0
9787,44,management,2,tertiary,0,2876,0,0,9,jun,125,1,-1,0,0
9788,53,retired,1,primary,0,0,0,0,9,jun,114,1,-1,0,0
9789,54,management,2,tertiary,1,153,0,0,9,jun,99,3,-1,0,0
9790,39,blue-collar,2,tertiary,0,10483,0,0,9,jun,218,1,-1,0,0
9791,30,management,1,tertiary,0,156,1,0,9,jun,174,9,-1,0,0
9792,47,blue-collar,2,primary,0,214,1,1,9,jun,168,1,-1,0,0
9793,39,housemaid,2,secondary,0,633,0,0,9,jun,233,1,-1,0,0
9794,35,housemaid,2,secondary,0,14000,0,0,9,jun,121,2,-1,0,0
9795,41,housemaid,2,primary,0,884,0,0,9,jun,322,1,-1,0,0
9796,58,retired,2,secondary,0,630,0,0,9,jun,443,2,-1,0,0
9797,39,unemployed,2,primary,0,7372,0,0,9,jun,76,1,-1,0,0
9798,36,management,0,tertiary,0,7821,0,0,9,jun,217,1,-1,0,0
9799,57,housemaid,2,primary,0,0,0,0,9,jun,257,2,-1,0,0
9800,50,services,2,secondary,0,1595,0,0,9,jun,882,1,-1,0,1
9801,47,management,2,unknown,0,1046,0,0,9,jun,83,1,-1,0,0
9802,38,blue-collar,2,secondary,0,0,1,0,9,jun,254,1,-1,0,0
9803,50,housemaid,2,secondary,0,1484,0,0,9,jun,213,1,-1,0,0
9804,44,technician,2,secondary,0,11016,0,0,9,jun,252,3,-1,0,0
9805,57,unemployed,2,primary,0,0,0,0,9,jun,540,1,-1,0,0
9806,56,blue-collar,2,primary,0,547,0,0,9,jun,84,1,-1,0,0
9807,38,management,1,secondary,0,53,0,0,9,jun,280,1,-1,0,0
9808,57,blue-collar,2,primary,0,179,0,0,9,jun,230,3,-1,0,0
9809,53,technician,0,secondary,1,-896,0,1,9,jun,452,1,-1,0,0
9810,42,self-employed,2,secondary,0,13242,0,0,9,jun,149,1,-1,0,0
9811,38,blue-collar,2,primary,0,2569,0,0,9,jun,172,1,-1,0,0
9812,50,retired,1,primary,0,208,0,0,9,jun,51,1,-1,0,0
9813,49,retired,1,primary,0,505,0,0,9,jun,35,1,-1,0,0
