satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
783,dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1455,2,4,2,3,4,2,4,4,5,4,5,3,5,4,0,0.0
784,dissatisfied,Male,Loyal Customer,38,Business travel,Business,906,4,1,3,1,4,4,4,4,4,4,4,4,4,3,0,7.0
785,dissatisfied,Male,Loyal Customer,35,Business travel,Business,2844,2,2,2,2,3,4,3,2,2,2,2,2,2,2,0,0.0
786,dissatisfied,Male,disloyal Customer,33,Business travel,Eco,1986,2,0,2,3,4,2,2,4,4,3,5,1,2,4,36,28.0
787,satisfied,Male,Loyal Customer,33,Business travel,Business,3222,0,4,0,4,1,1,1,1,3,1,5,1,1,1,0,0.0
788,dissatisfied,Male,Loyal Customer,29,Business travel,Business,2806,1,5,5,5,1,1,1,1,2,1,3,1,3,1,24,14.0
789,dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,1271,4,3,0,1,2,0,2,2,5,3,1,5,5,2,0,3.0
790,satisfied,Female,Loyal Customer,45,Business travel,Business,1473,2,4,2,2,5,4,5,4,4,4,4,3,4,3,0,0.0
791,dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,3748,2,5,2,4,4,2,4,4,4,3,2,4,1,4,0,25.0
792,satisfied,Female,Loyal Customer,56,Business travel,Business,1070,5,4,5,5,2,5,4,5,5,5,5,4,5,4,0,0.0
793,satisfied,Female,Loyal Customer,62,Personal Travel,Eco,598,5,5,5,5,5,5,5,5,1,3,1,3,2,5,77,69.0
794,satisfied,Male,Loyal Customer,23,Business travel,Eco,2756,5,2,2,2,5,4,4,5,1,5,1,1,3,5,0,0.0
795,dissatisfied,Male,disloyal Customer,34,Business travel,Eco,1578,3,0,3,1,4,3,4,4,3,4,3,1,5,4,0,0.0
796,dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1576,3,4,0,2,3,0,3,3,5,4,5,4,4,3,0,0.0
797,dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1694,2,2,2,4,1,2,1,1,4,2,4,3,4,1,5,12.0
798,dissatisfied,Male,Loyal Customer,62,Business travel,Eco Plus,1656,3,1,1,1,3,3,3,3,2,5,3,2,4,3,0,7.0
799,dissatisfied,Male,Loyal Customer,54,Business travel,Eco,2292,4,1,1,1,4,4,4,4,3,1,3,3,4,4,1,11.0
800,dissatisfied,Female,Loyal Customer,14,Personal Travel,Eco,2021,4,4,4,4,2,4,2,2,1,2,4,1,4,2,4,7.0
801,dissatisfied,Male,disloyal Customer,22,Business travel,Eco,1779,1,1,1,4,1,1,1,1,4,2,4,4,5,1,42,40.0
802,dissatisfied,Male,disloyal Customer,25,Business travel,Eco,2234,3,3,3,4,1,3,1,1,5,5,5,4,4,1,0,0.0
803,satisfied,Female,Loyal Customer,68,Personal Travel,Eco,484,4,4,4,4,4,4,4,4,4,4,4,5,4,5,0,0.0
804,satisfied,Male,Loyal Customer,60,Business travel,Business,2365,3,3,3,3,5,4,5,4,4,4,4,4,4,5,0,0.0
805,satisfied,Female,Loyal Customer,39,Business travel,Business,974,5,5,5,5,5,4,4,5,5,5,5,3,5,5,0,0.0
806,satisfied,Female,Loyal Customer,51,Personal Travel,Eco,758,1,1,1,1,5,5,5,5,5,5,5,4,5,4,19,0.0
807,satisfied,Male,Loyal Customer,29,Business travel,Eco Plus,1199,0,0,0,1,2,0,2,2,5,3,1,2,2,2,0,0.0
808,dissatisfied,Female,disloyal Customer,21,Business travel,Eco,1634,2,2,2,3,3,2,1,3,3,5,2,1,3,3,7,0.0
809,satisfied,Male,Loyal Customer,41,Business travel,Business,1675,2,2,2,2,3,5,5,4,4,4,4,5,4,4,2,0.0
810,satisfied,Female,Loyal Customer,42,Business travel,Business,3022,2,2,2,2,4,4,4,3,3,3,3,5,3,5,106,81.0
811,satisfied,Male,Loyal Customer,24,Business travel,Business,2258,1,1,2,1,5,4,5,5,3,4,4,3,5,5,0,0.0
812,satisfied,Female,disloyal Customer,21,Business travel,Eco,1744,4,0,4,4,2,4,5,2,4,4,4,5,5,2,0,0.0
813,dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco Plus,1966,1,5,1,4,4,1,5,4,4,1,1,3,5,4,0,2.0
814,satisfied,Female,Loyal Customer,45,Personal Travel,Eco,457,0,5,0,2,4,5,5,4,4,0,4,5,4,4,0,9.0
815,dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1488,1,4,1,1,2,1,2,2,4,2,5,4,5,2,1,0.0
816,satisfied,Female,Loyal Customer,48,Business travel,Eco Plus,1209,4,3,5,5,2,1,2,4,4,4,4,4,4,5,0,0.0
817,dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco Plus,2923,3,1,3,3,4,3,4,4,1,4,2,4,3,4,3,0.0
818,satisfied,Female,Loyal Customer,31,Business travel,Business,4816,2,2,2,2,4,4,4,4,4,5,4,5,4,4,0,0.0
819,satisfied,Female,Loyal Customer,55,Business travel,Business,2003,4,1,4,4,2,5,5,4,4,4,4,3,4,4,0,0.0
820,dissatisfied,Female,disloyal Customer,35,Business travel,Business,1584,3,3,3,3,2,3,1,2,3,2,5,4,5,2,5,0.0
821,satisfied,Female,Loyal Customer,40,Business travel,Business,3740,0,0,0,3,4,5,4,4,4,4,4,5,4,4,33,27.0
822,dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1672,2,3,2,3,2,2,2,2,3,2,4,1,3,2,45,100.0
823,dissatisfied,Female,Loyal Customer,56,Business travel,Business,1965,2,1,5,5,2,3,3,2,2,2,2,3,2,2,0,0.0
824,satisfied,Male,Loyal Customer,34,Personal Travel,Eco,1931,4,4,4,2,1,4,1,1,4,4,5,5,4,1,0,0.0
825,dissatisfied,Female,Loyal Customer,32,Personal Travel,Eco,1021,4,4,0,2,5,0,5,5,3,2,5,4,5,5,0,8.0
826,dissatisfied,Female,Loyal Customer,24,Business travel,Business,3103,3,1,1,1,3,3,3,3,3,2,3,3,3,3,0,0.0
827,satisfied,Female,Loyal Customer,43,Business travel,Business,3773,2,2,2,2,3,4,2,3,3,4,3,1,3,5,0,0.0
828,satisfied,Female,Loyal Customer,58,Business travel,Business,1911,4,4,5,4,3,4,5,5,5,5,5,4,5,5,18,10.0
829,dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,2465,2,4,2,3,2,2,2,2,4,2,5,4,4,2,5,0.0
830,satisfied,Male,disloyal Customer,22,Business travel,Business,2120,5,4,5,5,4,5,4,4,5,3,3,3,4,4,0,0.0
831,dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco Plus,1828,2,3,2,3,5,2,5,5,2,5,3,4,3,5,26,16.0
832,satisfied,Female,disloyal Customer,25,Business travel,Business,1901,4,0,4,3,5,4,5,5,4,5,4,5,5,5,0,0.0
833,satisfied,Male,Loyal Customer,31,Business travel,Business,3254,5,3,5,5,5,5,5,5,5,5,5,1,5,5,15,37.0
834,dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,2626,2,2,2,3,5,2,5,5,2,2,3,4,2,5,0,0.0
835,dissatisfied,Male,disloyal Customer,22,Business travel,Business,2446,3,3,3,3,5,3,5,5,3,4,4,3,4,5,8,0.0
836,satisfied,Male,disloyal Customer,23,Business travel,Business,3268,4,0,5,2,5,4,4,5,3,4,5,4,5,4,136,116.0
837,dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2238,4,5,4,2,2,4,2,2,4,3,4,3,5,2,46,50.0
838,satisfied,Female,Loyal Customer,64,Personal Travel,Eco,369,2,2,2,2,4,5,4,4,4,4,4,3,4,5,25,19.0
839,dissatisfied,Male,disloyal Customer,39,Business travel,Eco,2455,1,1,1,4,3,1,3,3,2,1,1,3,1,3,0,0.0
840,dissatisfied,Male,disloyal Customer,37,Business travel,Business,1258,4,4,4,1,2,4,2,2,1,3,3,5,1,2,0,0.0
841,dissatisfied,Male,Loyal Customer,43,Business travel,Business,2333,4,3,3,3,5,4,4,4,4,4,4,1,4,2,3,0.0
842,satisfied,Female,Loyal Customer,64,Personal Travel,Eco,2630,4,4,4,3,5,4,5,5,1,1,4,4,3,5,0,23.0
843,dissatisfied,Male,Loyal Customer,65,Personal Travel,Business,89,1,5,1,3,1,4,3,2,2,1,2,2,2,4,114,120.0
844,dissatisfied,Male,disloyal Customer,36,Business travel,Business,1040,1,1,1,3,5,1,5,5,4,3,3,2,4,5,4,11.0
845,dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,2818,2,5,2,5,2,2,2,2,4,3,5,4,5,2,2,0.0
846,satisfied,Male,Loyal Customer,32,Personal Travel,Eco,1994,4,4,4,2,5,4,5,5,4,2,5,5,5,5,12,2.0
847,dissatisfied,Male,Loyal Customer,21,Business travel,Eco Plus,1415,2,4,4,4,2,2,3,2,3,1,4,4,4,2,5,3.0
848,satisfied,Male,Loyal Customer,56,Business travel,Business,2625,4,4,4,4,1,3,3,5,5,5,5,2,5,3,0,0.0
849,satisfied,Male,Loyal Customer,44,Business travel,Business,3841,5,5,5,5,3,5,5,4,4,4,4,4,4,3,0,0.0
850,dissatisfied,Male,Loyal Customer,52,Business travel,Eco,2818,3,4,5,5,3,3,3,3,3,2,2,2,4,3,8,9.0
851,satisfied,Female,Loyal Customer,43,Personal Travel,Eco,728,4,2,2,2,3,1,4,4,4,4,4,2,4,4,10,16.0
852,satisfied,Male,Loyal Customer,50,Business travel,Business,481,1,1,1,1,3,4,4,2,2,2,2,3,2,4,9,11.0
853,satisfied,Female,Loyal Customer,50,Business travel,Business,1658,2,2,2,2,4,5,5,5,5,5,5,5,5,3,35,36.0
854,dissatisfied,Female,Loyal Customer,10,Business travel,Business,1470,1,3,1,3,1,1,1,1,3,5,4,4,3,1,52,45.0
855,satisfied,Male,Loyal Customer,34,Business travel,Business,2812,3,3,3,3,4,4,1,4,4,5,4,1,4,2,18,17.0
856,dissatisfied,Male,Loyal Customer,43,Business travel,Business,1545,1,5,1,1,1,4,4,2,2,2,1,3,2,3,0,0.0
857,satisfied,Female,Loyal Customer,31,Business travel,Business,4145,5,5,5,5,5,5,5,5,4,4,5,5,4,5,0,0.0
858,satisfied,Female,Loyal Customer,24,Business travel,Business,5366,5,5,5,5,4,4,4,4,3,5,5,3,5,4,0,0.0
859,satisfied,Male,Loyal Customer,32,Business travel,Business,5264,1,1,1,1,5,5,5,5,3,2,5,4,4,5,6,0.0
860,satisfied,Female,Loyal Customer,55,Personal Travel,Eco,136,4,4,4,4,5,3,2,4,4,4,4,2,4,5,0,0.0
861,satisfied,Female,Loyal Customer,29,Business travel,Eco Plus,2355,5,3,3,3,5,5,5,5,2,3,3,4,5,5,0,0.0
862,satisfied,Female,disloyal Customer,26,Business travel,Business,1989,5,5,5,3,4,5,4,4,4,3,4,3,5,4,8,17.0
863,satisfied,Female,Loyal Customer,22,Personal Travel,Eco,2095,4,4,4,4,2,5,1,4,4,4,4,2,4,5,55,82.0
864,satisfied,Male,disloyal Customer,17,Business travel,Business,1802,4,4,4,2,2,4,2,2,5,3,5,3,5,2,0,0.0
865,dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco Plus,2418,4,3,4,4,4,4,4,4,2,4,4,1,3,4,0,0.0
866,dissatisfied,Female,disloyal Customer,22,Business travel,Eco,1820,1,0,1,3,2,1,2,2,5,3,4,5,4,2,0,0.0
867,satisfied,Male,Loyal Customer,20,Personal Travel,Eco,2121,4,1,4,3,5,4,5,5,3,5,2,1,4,5,0,0.0
868,dissatisfied,Female,Loyal Customer,58,Personal Travel,Eco,1648,3,5,3,4,4,3,5,3,3,3,4,3,3,3,0,6.0
869,dissatisfied,Male,disloyal Customer,28,Business travel,Eco,1785,3,5,3,3,2,3,2,2,2,1,3,1,4,2,6,0.0
870,satisfied,Female,Loyal Customer,56,Business travel,Business,1864,1,1,1,1,3,5,5,5,5,5,5,3,5,4,11,0.0
871,satisfied,Male,Loyal Customer,45,Business travel,Business,2059,3,3,3,3,5,4,5,4,4,4,5,5,4,4,0,0.0
872,dissatisfied,Male,Loyal Customer,47,Business travel,Business,1699,4,2,2,2,2,4,3,1,1,1,4,1,1,4,0,11.0
873,satisfied,Male,Loyal Customer,36,Business travel,Eco,2477,4,3,3,3,4,4,4,4,5,4,4,5,5,4,0,0.0
874,dissatisfied,Male,Loyal Customer,29,Business travel,Business,3409,4,4,5,4,4,4,4,4,4,4,2,4,4,4,0,0.0
875,dissatisfied,Female,Loyal Customer,70,Personal Travel,Eco,1089,4,4,4,4,4,5,3,1,1,4,1,1,1,1,0,0.0
876,satisfied,Male,Loyal Customer,60,Business travel,Eco,2830,5,1,1,1,4,5,4,4,3,4,3,5,3,4,0,0.0
877,satisfied,Female,Loyal Customer,33,Business travel,Business,433,2,2,2,2,4,5,5,5,5,5,5,2,5,2,0,0.0
878,dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco Plus,2083,3,4,3,2,2,3,2,2,5,5,5,4,4,2,29,16.0
879,satisfied,Female,Loyal Customer,39,Personal Travel,Eco,2122,2,1,2,2,3,5,2,4,4,4,4,4,4,4,0,0.0
880,dissatisfied,Male,Loyal Customer,26,Business travel,Business,3775,3,1,5,1,3,3,3,3,2,3,4,4,3,3,0,15.0
881,dissatisfied,Female,Loyal Customer,19,Business travel,Business,1426,4,1,1,1,1,1,4,1,1,1,3,1,3,1,55,36.0
882,satisfied,Female,Loyal Customer,47,Business travel,Business,372,5,5,5,5,3,5,4,5,5,5,5,3,5,4,0,0.0
883,satisfied,Male,Loyal Customer,36,Business travel,Business,784,2,2,2,2,1,4,2,4,4,4,4,4,4,3,32,23.0
884,satisfied,Female,Loyal Customer,29,Business travel,Eco,2664,5,5,5,5,5,5,5,5,3,5,2,5,1,5,134,132.0
885,satisfied,Female,Loyal Customer,44,Business travel,Eco Plus,90,5,5,5,5,3,3,5,5,5,5,5,1,5,5,0,0.0
886,dissatisfied,Male,Loyal Customer,53,Business travel,Eco,1636,3,2,2,2,3,3,3,3,2,3,4,4,3,3,0,8.0
887,satisfied,Female,Loyal Customer,22,Business travel,Eco Plus,1732,3,4,4,4,3,4,4,3,3,2,5,1,2,3,42,45.0
888,dissatisfied,Female,Loyal Customer,33,Business travel,Eco Plus,3284,4,3,3,3,4,3,4,4,1,4,3,4,3,4,0,0.0
889,satisfied,Male,Loyal Customer,41,Business travel,Business,2272,5,5,5,5,2,4,4,4,4,4,4,5,4,4,7,42.0
890,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,3289,1,1,1,1,3,3,3,3,4,3,4,4,5,3,2,7.0
891,satisfied,Female,Loyal Customer,61,Business travel,Eco Plus,409,4,5,5,5,3,3,2,4,4,4,4,3,4,5,96,102.0
892,satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1353,0,3,0,2,5,1,5,5,5,5,5,3,5,2,9,0.0
893,satisfied,Male,Loyal Customer,64,Business travel,Business,2007,2,2,2,2,4,4,5,5,5,5,5,3,5,4,37,36.0
894,satisfied,Male,disloyal Customer,22,Business travel,Business,1766,5,3,5,3,5,5,5,5,5,5,5,5,4,5,1,0.0
895,satisfied,Female,Loyal Customer,25,Business travel,Eco,3141,4,3,3,3,4,4,3,4,3,1,4,5,1,4,86,78.0
896,satisfied,Female,Loyal Customer,68,Personal Travel,Eco,86,4,4,4,4,5,4,5,5,5,5,5,4,5,3,0,0.0
897,satisfied,Female,Loyal Customer,27,Business travel,Business,3150,1,1,1,1,5,5,5,5,5,3,5,4,4,5,50,35.0
898,dissatisfied,Female,Loyal Customer,23,Business travel,Business,2940,4,1,1,1,4,4,4,4,4,1,3,2,4,4,0,0.0
899,dissatisfied,Female,Loyal Customer,48,Personal Travel,Business,1103,3,5,3,5,4,5,4,4,4,3,5,5,4,5,0,0.0
900,dissatisfied,Male,Loyal Customer,36,Business travel,Business,3855,4,2,2,2,1,4,4,4,4,4,4,4,4,1,0,0.0
901,satisfied,Female,Loyal Customer,41,Business travel,Business,1974,2,2,2,2,5,5,5,2,2,3,2,3,2,3,15,0.0
902,dissatisfied,Female,disloyal Customer,25,Business travel,Eco,1853,4,4,4,4,3,4,3,3,1,4,3,2,3,3,21,9.0
903,satisfied,Male,Loyal Customer,47,Business travel,Business,474,3,3,2,3,4,5,4,5,5,5,5,3,5,3,0,0.0
904,dissatisfied,Male,Loyal Customer,21,Business travel,Business,3410,4,2,2,2,4,4,4,4,2,4,4,3,4,4,0,2.0
905,satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1525,4,0,4,3,4,4,4,4,5,5,4,4,4,4,0,0.0
906,satisfied,Female,Loyal Customer,39,Business travel,Business,3394,5,5,5,5,5,5,5,4,4,4,4,4,4,4,0,0.0
907,satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2040,4,3,3,4,5,3,1,5,4,1,4,2,3,5,0,0.0
908,satisfied,Female,Loyal Customer,54,Business travel,Business,2844,5,5,5,5,5,5,5,4,4,4,4,3,4,5,0,4.0
909,dissatisfied,Female,Loyal Customer,59,Personal Travel,Eco,1458,4,5,4,4,3,5,3,4,4,4,4,2,4,2,29,27.0
910,dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1472,1,5,1,2,5,1,5,5,4,3,4,3,4,5,0,1.0
911,dissatisfied,Female,Loyal Customer,47,Business travel,Eco,108,3,4,4,4,4,2,3,2,2,3,2,1,2,2,0,0.0
912,dissatisfied,Female,Loyal Customer,63,Personal Travel,Eco,2040,4,5,3,3,3,2,2,4,4,5,5,2,4,2,123,150.0
913,satisfied,Female,Loyal Customer,46,Business travel,Business,768,1,1,1,1,3,5,4,4,4,4,4,4,4,4,0,0.0
914,dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1251,3,4,3,2,1,3,1,1,4,3,4,4,5,1,19,22.0
915,dissatisfied,Male,Loyal Customer,22,Business travel,Eco,2875,3,3,5,3,3,3,2,3,2,1,3,4,3,3,0,0.0
916,satisfied,Female,Loyal Customer,59,Business travel,Business,1834,4,4,4,4,3,1,3,4,4,4,4,3,4,5,32,14.0
917,satisfied,Female,Loyal Customer,49,Business travel,Business,3861,2,2,2,2,4,4,4,5,5,5,5,4,5,4,30,9.0
918,dissatisfied,Female,Loyal Customer,53,Business travel,Business,1836,1,5,5,5,3,3,2,1,1,2,1,3,1,4,0,0.0
919,satisfied,Female,Loyal Customer,56,Business travel,Eco,596,5,4,4,4,5,5,5,5,5,5,5,2,5,5,0,0.0
920,dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco Plus,1912,3,2,3,4,4,3,4,4,1,5,3,3,4,4,0,0.0
921,dissatisfied,Male,disloyal Customer,45,Business travel,Business,2036,3,3,3,1,5,3,5,5,3,2,5,4,5,5,0,0.0
922,dissatisfied,Male,Loyal Customer,58,Business travel,Business,2174,2,1,4,4,4,2,4,2,2,2,2,4,2,2,2,15.0
923,dissatisfied,Female,Loyal Customer,59,Personal Travel,Eco,545,3,5,4,4,3,4,4,3,3,4,2,2,3,3,0,0.0
924,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1823,4,1,2,2,3,2,3,3,4,3,2,3,2,3,31,24.0
925,satisfied,Female,Loyal Customer,23,Business travel,Eco Plus,2433,0,5,0,5,3,0,1,3,4,3,4,5,1,3,9,3.0
926,dissatisfied,Female,disloyal Customer,27,Business travel,Eco,2225,3,3,3,3,3,3,3,3,4,4,3,2,4,3,10,0.0
927,satisfied,Male,Loyal Customer,44,Business travel,Business,3867,2,2,3,2,2,4,4,5,5,4,5,5,5,5,105,105.0
928,satisfied,Male,Loyal Customer,60,Business travel,Business,305,3,3,3,3,3,5,5,5,5,5,5,3,5,5,0,0.0
929,satisfied,Female,Loyal Customer,46,Business travel,Business,1616,3,3,3,3,3,5,4,4,4,4,4,3,4,5,2,3.0
930,satisfied,Female,Loyal Customer,39,Business travel,Eco,2112,5,5,1,5,5,5,5,5,5,2,4,4,5,5,22,23.0
931,satisfied,Female,Loyal Customer,26,Business travel,Business,2933,5,5,5,5,4,4,4,4,5,4,5,4,4,4,1,8.0
932,satisfied,Female,Loyal Customer,46,Business travel,Business,2366,3,3,3,3,3,5,5,3,3,4,3,4,3,5,42,35.0
933,satisfied,Female,Loyal Customer,60,Business travel,Business,2078,4,4,4,4,2,4,4,2,2,2,2,5,2,4,0,0.0
934,dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,2166,1,3,1,2,3,1,3,3,2,2,3,3,5,3,0,0.0
935,satisfied,Female,Loyal Customer,8,Personal Travel,Eco,3654,2,2,2,2,4,5,4,4,5,2,4,4,1,4,4,0.0
936,dissatisfied,Female,Loyal Customer,64,Personal Travel,Eco,2739,4,4,4,4,4,2,4,5,2,5,4,4,5,4,134,121.0
937,satisfied,Female,Loyal Customer,66,Personal Travel,Business,305,4,4,4,4,4,4,4,4,5,2,5,3,4,4,10,7.0
938,satisfied,Female,Loyal Customer,29,Business travel,Business,1662,2,2,3,2,4,5,4,4,3,2,4,3,4,4,8,3.0
939,satisfied,Male,Loyal Customer,53,Business travel,Business,2183,4,4,4,4,5,3,4,4,4,4,4,2,4,5,0,0.0
940,dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,2173,3,4,3,4,5,3,5,5,3,2,5,3,4,5,46,46.0
941,dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,2151,1,4,1,4,3,1,4,3,4,5,4,4,5,3,0,0.0
942,dissatisfied,Male,disloyal Customer,27,Business travel,Business,1954,2,2,2,2,3,2,3,3,4,3,4,5,4,3,0,0.0
943,dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1753,2,4,2,2,2,2,2,2,4,4,4,5,5,2,5,0.0
944,dissatisfied,Female,Loyal Customer,41,Business travel,Eco,1754,1,3,3,3,1,1,1,1,3,4,2,4,2,1,0,0.0
945,satisfied,Male,Loyal Customer,44,Business travel,Business,2340,1,1,2,1,2,5,4,4,4,4,4,4,4,5,6,0.0
946,dissatisfied,Female,disloyal Customer,34,Business travel,Eco,1308,2,3,2,4,3,2,3,3,2,2,3,2,3,3,15,0.0
947,dissatisfied,Male,Loyal Customer,45,Business travel,Business,3591,2,5,5,5,2,3,4,2,2,2,2,4,2,1,119,104.0
948,satisfied,Female,Loyal Customer,58,Business travel,Business,3947,3,3,3,3,2,5,4,5,5,5,5,3,5,4,3,0.0
949,satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1745,2,2,2,2,5,4,4,4,4,4,4,3,4,3,0,0.0
950,satisfied,Female,disloyal Customer,11,Business travel,Business,2663,0,0,0,3,4,0,5,4,4,5,3,3,4,4,0,0.0
951,dissatisfied,Female,disloyal Customer,27,Business travel,Eco,1115,1,3,1,4,5,1,5,5,4,1,4,4,4,5,7,9.0
952,dissatisfied,Female,disloyal Customer,42,Business travel,Business,2597,3,3,3,4,3,3,3,3,4,5,4,5,5,3,0,0.0
953,satisfied,Male,Loyal Customer,59,Business travel,Business,673,2,2,2,2,3,4,5,4,4,4,4,3,4,3,68,56.0
954,satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1395,3,3,3,3,2,5,5,3,3,3,3,5,3,5,7,3.0
955,satisfied,Male,Loyal Customer,43,Business travel,Business,466,1,1,1,1,5,4,4,5,5,5,5,5,5,5,0,0.0
956,satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1565,4,1,4,4,5,3,5,5,5,5,5,2,5,2,3,10.0
957,dissatisfied,Female,Loyal Customer,33,Business travel,Business,2522,3,2,2,2,2,3,2,3,3,3,3,2,3,1,0,0.0
958,dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1717,2,1,2,2,4,2,4,4,3,2,1,4,2,4,0,0.0
959,dissatisfied,Female,disloyal Customer,25,Business travel,Business,1230,3,0,3,5,1,3,1,1,3,2,5,3,4,1,3,0.0
960,dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,3058,2,4,2,1,5,2,5,5,3,4,4,5,4,5,35,14.0
961,dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,3143,1,5,1,3,2,1,2,2,3,4,5,5,5,2,0,0.0
962,satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1842,5,1,1,1,4,5,1,5,5,5,5,4,5,1,0,0.0
963,satisfied,Female,Loyal Customer,45,Business travel,Business,878,1,1,1,1,2,4,5,2,2,2,2,3,2,5,15,0.0
964,satisfied,Male,Loyal Customer,60,Business travel,Business,61,4,4,5,4,5,5,4,4,4,4,5,3,4,4,0,0.0
965,satisfied,Female,Loyal Customer,29,Personal Travel,Business,1558,3,3,3,3,4,5,4,5,5,5,5,3,5,4,0,0.0
966,dissatisfied,Female,Loyal Customer,47,Business travel,Eco,205,3,4,4,4,1,4,3,4,4,3,4,1,4,1,0,0.0
967,satisfied,Male,Loyal Customer,38,Personal Travel,Eco,1920,4,4,4,4,5,4,5,5,4,3,4,3,3,5,0,9.0
968,satisfied,Male,Loyal Customer,51,Business travel,Business,1533,5,5,2,5,5,4,5,4,4,4,4,4,4,3,4,4.0
969,satisfied,Male,Loyal Customer,40,Business travel,Business,347,0,0,0,1,2,4,5,1,1,1,1,5,1,4,0,0.0
970,satisfied,Male,Loyal Customer,35,Business travel,Business,228,5,5,5,5,1,1,4,4,4,4,4,3,4,4,0,0.0
971,satisfied,Male,Loyal Customer,64,Personal Travel,Eco,1169,5,5,3,3,4,3,4,4,5,3,4,3,5,4,6,1.0
972,dissatisfied,Female,disloyal Customer,36,Business travel,Business,1559,1,1,1,3,3,1,3,3,5,5,4,3,5,3,0,0.0
973,dissatisfied,Female,disloyal Customer,23,Business travel,Eco,1732,2,5,2,4,2,2,3,2,1,4,5,3,3,2,0,0.0
974,dissatisfied,Female,Loyal Customer,40,Business travel,Eco,1333,1,5,5,5,1,1,1,1,2,3,3,3,4,1,0,0.0
975,satisfied,Male,Loyal Customer,47,Business travel,Eco,1183,4,5,5,5,5,4,5,5,1,1,1,3,4,5,0,0.0
976,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1759,2,2,2,2,4,4,4,4,4,3,5,4,4,4,9,2.0
977,dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,3409,3,1,3,4,4,3,3,4,2,3,4,3,3,4,31,22.0
978,dissatisfied,Male,disloyal Customer,50,Business travel,Eco,1710,1,1,1,3,3,1,3,3,2,4,4,1,4,3,20,19.0
979,satisfied,Female,Loyal Customer,42,Business travel,Business,1105,1,1,1,1,2,5,4,3,3,3,3,4,3,5,20,7.0
980,satisfied,Female,disloyal Customer,20,Business travel,Business,2625,5,0,5,1,5,2,2,5,3,4,4,2,4,2,0,0.0
981,dissatisfied,Female,Loyal Customer,24,Business travel,Business,3805,4,2,3,3,4,4,4,4,3,2,3,3,3,4,0,0.0
982,dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1964,2,5,2,5,1,2,1,1,4,3,4,1,5,1,0,0.0
983,satisfied,Female,Loyal Customer,58,Personal Travel,Eco Plus,448,5,5,5,3,4,5,4,4,4,5,4,5,5,4,0,0.0
984,satisfied,Female,Loyal Customer,55,Personal Travel,Eco,867,2,3,2,2,3,5,5,5,5,5,5,5,5,5,3,7.0
985,dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1652,1,4,1,2,5,1,1,5,5,3,5,5,5,5,21,12.0
986,satisfied,Female,Loyal Customer,55,Business travel,Business,1874,4,4,4,4,2,5,5,4,4,4,4,4,4,5,0,3.0
987,dissatisfied,Female,Loyal Customer,37,Business travel,Business,1183,2,3,3,3,2,4,4,2,2,2,2,3,2,3,0,0.0
