age,job,marital,education,default,balance,housing,loan,duration,campaign,pdays,previous,term_deposit,last_contact_day
2049,32,technician,0,secondary,0,3345,1,0,118,1,260,3,0,126
2050,38,admin,2,secondary,0,257,1,0,10,5,-1,0,0,135
2051,25,management,2,tertiary,0,784,1,1,104,2,-1,0,0,132
2052,58,management,0,tertiary,0,1533,0,0,137,2,-1,0,0,135
2053,51,admin,2,secondary,0,1535,0,1,365,1,-1,0,0,324
2054,41,management,2,secondary,1,-771,0,1,343,2,-1,0,0,171
2055,40,technician,1,secondary,0,159,1,0,37,1,-1,0,0,322
2056,52,admin,0,secondary,0,48,0,1,591,1,-1,0,0,321
2057,59,blue-collar,2,primary,0,638,0,0,170,2,-1,0,0,218
2058,47,housemaid,2,secondary,0,1765,0,0,59,3,-1,0,0,220
2059,35,management,1,tertiary,0,2486,1,0,265,1,-1,0,0,145
2060,42,blue-collar,2,primary,0,1532,1,0,98,3,-1,0,0,204
2061,39,technician,1,secondary,0,709,1,0,441,1,-1,0,0,191
2062,51,blue-collar,2,secondary,0,2964,1,0,177,1,-1,0,0,106
2063,34,blue-collar,2,secondary,0,291,1,0,646,4,-1,0,0,196
2064,55,retired,2,secondary,0,0,0,1,136,1,-1,0,0,125
2065,58,retired,2,secondary,0,374,1,1,223,1,196,1,0,28
2066,45,blue-collar,0,primary,0,104,1,0,206,4,-1,0,0,136
2067,56,management,0,tertiary,0,66721,0,0,442,2,-1,0,0,220
2068,54,blue-collar,2,secondary,0,153,0,0,7,12,-1,0,0,171
2069,39,admin,2,secondary,0,104,1,0,412,1,-1,0,0,126
2070,37,management,2,tertiary,0,11,0,0,326,1,-1,0,0,325
2071,28,blue-collar,2,secondary,0,64,1,0,160,3,-1,0,0,133
2072,29,self-employed,2,tertiary,1,-1083,1,0,139,2,-1,0,0,155
2073,50,technician,2,secondary,0,423,0,0,204,4,-1,0,0,219
2074,49,blue-collar,2,secondary,0,-327,1,0,423,1,-1,0,0,127
2075,45,blue-collar,2,unknown,0,850,0,0,211,2,-1,0,0,231
2076,37,management,2,primary,0,1506,0,0,101,3,80,3,0,306
2077,24,blue-collar,1,unknown,0,76,1,0,345,1,-1,0,0,139
2078,52,technician,2,secondary,0,2619,1,0,77,2,-1,0,0,322
2079,49,management,2,primary,0,267,1,0,198,5,-1,0,0,136
2080,31,services,1,secondary,0,1599,0,0,226,1,78,2,0,120
2081,34,blue-collar,1,secondary,0,341,1,0,195,1,-1,0,0,128
2082,33,management,2,tertiary,0,149,1,1,153,1,-1,0,0,203
2083,44,blue-collar,2,secondary,0,1308,0,0,334,1,-1,0,0,30
2084,53,management,2,primary,0,1925,0,0,161,1,-1,0,0,323
2085,49,management,0,tertiary,0,1115,0,0,138,9,-1,0,0,170
2086,36,management,2,tertiary,0,152,1,0,467,2,-1,0,0,126
2087,34,technician,1,secondary,0,1866,0,0,95,1,-1,0,0,308
2088,30,management,1,tertiary,0,162,1,0,186,4,-1,0,0,140
2089,34,technician,2,tertiary,0,16992,1,0,71,1,245,1,0,29
2090,45,blue-collar,2,primary,0,353,1,0,204,1,364,1,0,132
2091,26,management,1,tertiary,0,205,0,0,111,1,-1,0,0,146
2092,44,services,1,secondary,0,-389,1,0,207,4,-1,0,0,150
2093,26,blue-collar,2,secondary,0,-384,1,1,143,1,-1,0,0,199
2094,29,management,1,tertiary,0,0,1,0,150,1,-1,0,0,190
2095,35,management,2,tertiary,0,300,1,0,555,2,-1,0,0,196
2096,46,management,2,secondary,0,5127,0,0,472,1,-1,0,0,218
2097,32,blue-collar,2,primary,0,1156,1,0,185,5,-1,0,0,146
2098,58,retired,2,primary,0,0,0,0,566,2,-1,0,0,223
2099,27,blue-collar,1,primary,0,1518,1,0,700,3,-1,0,0,141
2100,32,admin,2,secondary,0,3473,0,0,112,1,-1,0,0,28
2101,49,blue-collar,2,primary,0,287,1,0,155,2,-1,0,0,149
2102,38,technician,2,secondary,0,-6,0,0,700,2,-1,0,0,238
2103,32,management,1,tertiary,0,728,1,0,125,1,-1,0,0,141
2104,70,unknown,2,tertiary,0,353,0,0,110,2,-1,0,0,299
2105,33,technician,2,tertiary,0,145,1,0,262,3,-1,0,0,324
2106,49,management,2,tertiary,0,12482,1,1,46,3,-1,0,0,133
2107,32,technician,1,tertiary,0,127,1,0,88,3,-1,0,0,212
2108,32,admin,2,secondary,0,752,1,0,82,4,191,1,0,325
2109,58,retired,2,primary,0,2969,0,0,130,1,-1,0,0,120
2110,59,management,0,tertiary,0,262,0,0,178,1,-1,0,0,125
2111,52,technician,1,secondary,0,1262,0,1,216,1,-1,0,0,321
2112,44,blue-collar,1,primary,0,1593,1,0,201,2,174,3,0,323
2113,39,admin,0,secondary,0,-141,1,0,148,1,-1,0,0,133
2114,31,blue-collar,2,unknown,0,92,1,0,98,17,-1,0,0,143
2115,53,technician,2,secondary,0,2818,1,0,131,1,126,7,0,323
2116,34,services,0,secondary,0,1826,1,0,212,1,-1,0,0,131
2117,53,blue-collar,2,secondary,0,4380,0,0,223,7,-1,0,0,231
2118,57,blue-collar,2,secondary,0,621,1,0,778,3,-1,0,0,107
2119,38,admin,0,secondary,0,-212,1,0,78,2,-1,0,0,147
2120,43,management,2,secondary,0,375,1,0,196,2,-1,0,0,126
2121,31,self-employed,2,primary,0,1074,1,0,1438,2,-1,0,0,143
2122,34,technician,0,secondary,0,44,1,1,244,2,-1,0,0,325
2123,39,housemaid,2,secondary,0,-146,1,1,239,2,-1,0,0,232
2124,48,blue-collar,2,primary,0,347,0,0,199,3,-1,0,0,231
2125,44,admin,0,secondary,0,2,1,0,429,1,-1,0,0,139
2126,43,admin,1,secondary,0,985,1,1,51,19,-1,0,0,171
2127,35,technician,1,secondary,0,103,1,0,290,2,-1,0,0,146
2128,38,management,1,tertiary,0,673,1,0,184,1,-1,0,0,127
2129,50,management,2,tertiary,0,0,0,0,89,2,-1,0,0,233
2130,73,retired,2,secondary,0,1292,0,0,420,1,-1,0,0,93
2131,38,services,1,secondary,0,36,1,0,143,1,-1,0,0,139
2132,59,management,2,tertiary,0,10114,0,0,596,3,-1,0,0,323
2133,32,services,2,secondary,0,386,0,0,222,1,-1,0,0,120
2134,34,housemaid,2,tertiary,0,1265,1,0,118,1,164,3,0,321
2135,29,self-employed,1,tertiary,0,-114,1,0,174,1,-1,0,0,133
2136,51,management,2,secondary,0,1161,1,0,717,1,-1,0,0,125
2137,32,blue-collar,0,secondary,0,880,1,1,112,1,-1,0,0,155
2138,60,unemployed,2,primary,0,26,1,0,196,6,-1,0,0,136
2139,30,management,1,tertiary,0,82,0,0,48,3,-1,0,0,40
2140,42,housemaid,2,tertiary,0,-560,1,1,630,4,-1,0,0,190
2141,47,admin,1,secondary,0,2540,0,0,110,5,-1,0,0,322
2142,49,blue-collar,2,primary,0,365,0,0,59,2,-1,0,0,146
2143,26,admin,1,secondary,0,96,0,0,606,1,345,1,0,126
2144,29,blue-collar,2,secondary,0,659,0,0,401,1,-1,0,0,323
2145,45,self-employed,2,tertiary,0,0,1,0,134,1,-1,0,0,321
2146,34,blue-collar,2,primary,0,6352,1,0,338,4,288,2,0,125
2147,35,admin,1,secondary,0,1016,0,1,418,2,-1,0,0,36
2148,45,blue-collar,2,primary,0,147,1,0,226,1,168,2,0,322
2149,45,unemployed,0,secondary,0,-44,1,0,256,2,-1,0,0,188
2150,32,technician,1,secondary,0,0,1,0,61,4,-1,0,0,132
2151,31,technician,1,tertiary,0,1710,1,0,385,1,-1,0,0,143
2152,45,blue-collar,2,unknown,0,1263,1,0,283,3,-1,0,0,139
2153,54,admin,2,secondary,0,812,1,1,83,6,-1,0,0,212
2154,54,unemployed,1,secondary,0,3611,1,0,81,1,-1,0,0,36
2155,43,technician,2,secondary,0,422,1,0,181,2,300,1,0,132
2156,55,retired,2,secondary,0,0,0,0,636,1,-1,0,0,29
2157,50,entrepreneur,2,secondary,0,854,0,0,198,1,-1,0,0,106
2158,38,technician,2,secondary,0,0,0,0,82,4,-1,0,0,240
2159,56,management,0,primary,0,7496,0,0,164,3,-1,0,0,160
2160,24,services,2,secondary,1,110,1,0,27,1,-1,0,0,143
2161,46,services,2,secondary,0,2420,0,0,405,2,-1,0,0,323
2162,59,retired,0,primary,0,137,1,1,66,3,-1,0,0,127
2163,29,admin,0,secondary,0,201,1,0,121,3,-1,0,0,155
2164,30,services,1,secondary,0,211,0,1,133,3,-1,0,0,191
2165,34,management,2,tertiary,0,934,1,0,76,3,-1,0,0,106
2166,32,technician,1,tertiary,0,388,1,0,58,1,266,2,0,135
2167,38,blue-collar,1,primary,0,419,1,0,656,1,-1,0,0,140
2168,37,technician,1,unknown,0,391,1,0,103,3,-1,0,0,128
2169,40,blue-collar,2,primary,0,640,1,1,347,2,-1,0,0,128
2170,50,entrepreneur,2,primary,1,537,1,0,11,15,-1,0,0,171
2171,50,blue-collar,0,primary,0,-333,0,1,208,2,-1,0,0,211
2172,49,technician,0,primary,0,1807,0,1,122,3,-1,0,0,184
2173,29,management,2,tertiary,0,715,1,0,461,1,-1,0,0,148
2174,54,technician,2,secondary,0,2500,0,0,62,2,-1,0,0,162
2175,38,housemaid,2,primary,0,3577,0,0,190,2,-1,0,0,157
2176,59,blue-collar,2,primary,0,616,0,0,253,3,215,2,0,35
2177,28,student,1,tertiary,0,170,0,0,16,5,-1,0,0,134
2178,43,blue-collar,2,secondary,0,1255,1,1,300,2,-1,0,0,127
2179,52,retired,2,secondary,0,5423,0,1,102,1,-1,0,0,206
2180,27,entrepreneur,1,secondary,0,77,1,1,123,1,-1,0,0,125
2181,32,student,1,unknown,0,4110,0,0,119,8,-1,0,0,37
2182,26,admin,0,secondary,1,-3,1,0,181,5,-1,0,0,133
2183,47,admin,2,secondary,0,6703,0,0,252,3,-1,0,0,226
2184,35,management,2,tertiary,0,1725,1,1,180,2,254,7,0,98
2185,24,blue-collar,1,primary,0,388,1,0,193,2,-1,0,0,135
2186,79,retired,2,primary,0,3481,0,0,82,4,-1,0,0,107
2187,40,entrepreneur,2,secondary,0,1349,0,0,82,3,-1,0,0,324
2188,42,admin,2,secondary,0,3165,1,0,298,4,-1,0,0,167
2189,37,blue-collar,2,secondary,0,-100,1,0,108,2,349,2,0,138
2190,59,retired,0,primary,0,20,0,0,298,1,-1,0,0,191
2191,57,admin,0,secondary,0,1403,1,0,547,2,-1,0,0,197
2192,41,admin,0,secondary,0,-106,1,0,134,3,-1,0,0,153
2193,39,services,2,secondary,0,27,0,1,290,1,-1,0,0,188
2194,55,blue-collar,2,primary,0,1101,0,0,744,3,-1,0,0,169
2195,36,management,2,tertiary,0,853,1,1,408,1,-1,0,0,33
2196,37,admin,1,secondary,0,1066,1,0,83,4,-1,0,0,148
2197,46,blue-collar,2,primary,0,783,1,0,73,1,-1,0,0,216
2198,21,student,1,unknown,0,210,1,0,53,1,-1,0,0,139
2199,31,management,1,tertiary,0,498,0,0,182,2,-1,0,0,223
2200,43,blue-collar,0,secondary,0,338,1,0,116,1,-1,0,0,128
2201,50,housemaid,2,secondary,0,0,1,0,160,1,-1,0,0,203
2202,34,technician,1,tertiary,0,2195,0,0,490,3,-1,0,0,225
2203,28,blue-collar,1,tertiary,0,1984,1,0,147,1,-1,0,0,110
2204,51,management,2,tertiary,0,0,1,0,60,1,343,7,0,135
2205,29,housemaid,2,secondary,0,243,1,0,35,1,-1,0,0,154
2206,57,retired,2,tertiary,0,138,0,0,157,5,-1,0,0,146
2207,51,technician,1,secondary,0,-463,1,0,496,1,343,3,0,125
2208,53,management,1,tertiary,0,720,1,0,99,1,-1,0,0,321
2209,57,retired,2,secondary,0,663,0,0,107,2,-1,0,0,226
2210,27,admin,2,secondary,0,73,1,0,140,1,-1,0,0,36
2211,57,retired,2,primary,0,0,0,1,112,3,-1,0,0,210
2212,55,entrepreneur,0,tertiary,0,1119,0,0,283,1,-1,0,0,149
2213,52,management,2,tertiary,0,168,0,0,165,4,-1,0,0,240
2214,57,technician,2,secondary,0,0,0,0,44,1,-1,0,0,133
2215,40,management,2,tertiary,0,526,1,0,113,4,-1,0,0,232
2216,56,blue-collar,2,secondary,0,659,1,0,64,3,-1,0,0,210
2217,40,management,2,tertiary,0,3,1,1,151,1,-1,0,0,139
2218,35,services,2,secondary,0,5029,1,1,369,2,-1,0,0,153
2219,42,management,1,tertiary,0,0,0,0,99,1,-1,0,0,250
2220,47,management,2,tertiary,0,1122,0,0,956,1,-1,0,0,358
2221,31,blue-collar,2,secondary,0,3298,1,0,175,2,-1,0,0,141
2222,30,blue-collar,2,secondary,0,2583,1,0,436,3,-1,0,0,134
2223,47,blue-collar,2,primary,0,236,0,1,166,2,-1,0,0,203
2224,36,blue-collar,1,secondary,0,5396,1,0,490,2,-1,0,0,99
2225,25,services,1,secondary,0,628,0,0,266,1,-1,0,0,189
2226,47,blue-collar,2,primary,0,206,1,1,118,1,-1,0,0,127
2227,24,blue-collar,1,secondary,0,0,1,0,202,1,-1,0,0,139
2228,38,technician,1,secondary,0,207,0,0,76,2,-1,0,0,170
2229,28,student,1,secondary,0,231,1,0,55,1,-1,0,0,128
2230,47,technician,0,tertiary,0,48,0,0,27,2,-1,0,0,147
2231,31,blue-collar,2,primary,0,554,1,0,317,1,352,5,0,134
2232,44,technician,1,unknown,0,78,1,0,13,6,-1,0,0,126
2233,46,technician,2,secondary,1,289,0,0,51,3,-1,0,0,127
2234,60,retired,2,tertiary,0,9397,0,0,428,1,-1,0,0,156
2235,29,technician,2,secondary,0,0,1,0,377,1,-1,0,0,155
2236,50,management,2,tertiary,0,11528,1,0,57,1,-1,0,0,150
2237,31,self-employed,2,secondary,0,581,1,0,303,3,174,3,0,134
2238,26,management,1,tertiary,0,-8,0,0,402,2,-1,0,0,225
2239,32,management,2,tertiary,0,4,0,0,195,4,-1,0,0,234
2240,41,admin,2,secondary,0,239,1,0,76,12,-1,0,0,209
2241,57,blue-collar,0,primary,0,5041,1,0,284,1,336,1,0,106
2242,41,housemaid,2,primary,0,46,0,0,268,1,-1,0,0,234
2243,46,technician,2,secondary,0,0,1,0,181,2,-1,0,0,212
2244,53,technician,2,unknown,0,8605,0,0,635,3,-1,0,0,210
2245,39,self-employed,2,primary,0,2165,1,0,213,1,-1,0,0,322
2246,47,blue-collar,2,secondary,0,1875,1,0,157,3,-1,0,0,195
2247,47,management,2,tertiary,0,1057,0,0,488,2,-1,0,0,216
2248,45,management,2,tertiary,0,766,1,0,59,15,-1,0,0,206
2249,28,blue-collar,2,tertiary,0,417,1,1,523,2,363,2,0,126
2250,55,blue-collar,2,unknown,0,-102,1,0,35,1,-1,0,0,143
2251,59,retired,2,primary,0,2632,0,0,123,1,-1,0,0,154
2252,43,blue-collar,2,secondary,0,4309,1,0,43,15,-1,0,0,153
2253,50,unemployed,2,secondary,0,12495,1,0,279,2,-1,0,0,35
2254,31,entrepreneur,1,tertiary,0,46,1,0,90,1,-1,0,0,36
2255,54,blue-collar,2,secondary,1,381,1,1,198,1,-1,0,0,197
2256,32,self-employed,1,secondary,0,202,1,0,827,1,149,1,0,106
2257,38,blue-collar,2,secondary,0,-579,1,1,195,2,-1,0,0,148
2258,35,blue-collar,2,secondary,0,499,1,0,328,1,-1,0,0,140
2259,39,services,1,secondary,0,3,0,1,206,1,-1,0,0,184
2260,49,blue-collar,2,unknown,0,507,0,1,16,14,-1,0,0,169
2261,35,technician,1,tertiary,0,2043,1,1,159,2,-1,0,0,143
2262,31,technician,2,tertiary,0,165,0,0,218,4,-1,0,0,135
2263,40,blue-collar,2,secondary,0,2279,0,0,104,1,-1,0,0,204
2264,26,technician,2,secondary,0,523,0,0,221,1,126,1,0,155
2265,42,admin,2,secondary,0,1133,1,0,375,3,-1,0,0,188
2266,43,admin,1,secondary,0,979,1,0,154,1,-1,0,0,128
2267,33,management,2,tertiary,0,663,1,0,381,1,243,4,0,97
2268,33,technician,2,secondary,0,79,0,0,144,3,-1,0,0,241
2269,34,blue-collar,2,secondary,0,745,1,0,400,5,332,4,0,110
2270,39,technician,1,tertiary,0,139,0,0,328,1,79,1,0,231
2271,36,blue-collar,2,secondary,0,-190,1,0,348,2,-1,0,0,147
2272,43,services,2,secondary,0,2126,0,0,92,2,-1,0,0,217
2273,58,management,2,tertiary,0,1517,1,0,7,5,-1,0,0,210
2274,36,management,2,tertiary,0,9324,1,0,138,8,-1,0,0,89
2275,47,blue-collar,0,primary,0,7,0,1,219,7,-1,0,0,167
2276,33,blue-collar,2,secondary,0,66,0,0,182,1,-1,0,0,191
2277,32,services,2,secondary,0,15,1,0,391,1,-1,0,0,135
2278,39,technician,2,secondary,0,834,1,1,390,1,-1,0,0,110
2279,45,management,1,tertiary,0,5694,1,0,145,2,193,2,0,322
2280,48,blue-collar,2,secondary,0,684,1,1,139,1,-1,0,0,132
2281,29,technician,2,secondary,0,444,1,0,130,4,-1,0,0,202
2282,35,technician,0,secondary,0,69,1,0,461,3,-1,0,0,128
2283,32,technician,2,secondary,0,449,0,0,106,3,-1,0,0,204
2284,36,technician,2,secondary,0,278,0,0,121,16,-1,0,0,240
2285,28,technician,2,secondary,0,7102,1,0,156,3,325,9,0,110
2286,40,technician,2,secondary,0,-378,1,0,261,2,-1,0,0,148
2287,45,services,1,secondary,0,303,1,0,110,3,-1,0,0,110
2288,55,admin,1,secondary,1,986,0,1,12,3,-1,0,0,33
2289,50,management,0,tertiary,0,-398,1,1,172,1,-1,0,0,202
2290,30,services,2,secondary,0,33,0,0,36,1,-1,0,0,322
2291,29,blue-collar,2,primary,0,1280,1,0,629,2,-1,0,0,148
2292,42,blue-collar,2,primary,0,479,1,0,391,2,-1,0,0,129
2293,49,technician,2,secondary,0,175,1,1,70,1,-1,0,0,325
2294,40,management,1,secondary,0,192,1,0,71,11,-1,0,0,136
2295,40,management,2,tertiary,0,-1737,1,1,249,4,-1,0,0,212
2296,31,admin,2,secondary,0,535,0,0,249,3,-1,0,0,129
2297,35,management,2,tertiary,0,820,1,0,287,4,-1,0,0,128
2298,37,entrepreneur,2,tertiary,0,0,0,0,118,3,-1,0,0,143
2299,56,management,0,tertiary,0,408,1,0,274,1,-1,0,0,147
2300,38,services,2,secondary,0,1559,0,0,162,1,-1,0,0,167
2301,48,management,2,tertiary,0,0,0,1,1423,3,-1,0,0,37
2302,38,management,2,tertiary,0,0,1,0,25,2,-1,0,0,324
2303,27,services,1,secondary,0,0,0,0,181,1,-1,0,0,152
2304,46,technician,2,secondary,0,-337,1,0,112,1,-1,0,0,147
2305,40,blue-collar,2,secondary,0,0,0,0,96,2,-1,0,0,206
2306,43,technician,2,tertiary,0,527,1,0,166,12,-1,0,0,146
2307,51,technician,2,secondary,0,195,1,0,105,1,92,1,0,48
2308,36,blue-collar,2,secondary,0,1383,1,0,16,6,-1,0,0,133
2309,46,management,2,tertiary,0,385,1,0,52,4,-1,0,0,149
2310,54,housemaid,2,primary,0,3151,0,0,350,7,-1,0,0,169
2311,43,management,2,tertiary,0,489,1,0,130,1,172,2,0,128
2312,42,blue-collar,0,secondary,0,667,1,0,419,8,-1,0,0,196
2313,31,student,1,tertiary,0,744,0,0,124,3,-1,0,0,232
2314,36,blue-collar,2,primary,0,38,1,1,285,2,335,1,0,133
2315,31,technician,1,secondary,0,4,0,0,102,3,-1,0,0,233
2316,41,blue-collar,2,secondary,0,1522,1,1,377,1,341,2,0,110
2317,37,technician,1,tertiary,0,1309,0,0,442,2,-1,0,0,157
2318,25,technician,1,tertiary,0,184,1,1,401,1,-1,0,0,110
2319,37,services,1,secondary,0,50,0,0,244,1,154,8,0,323
2320,44,management,2,tertiary,0,0,1,0,260,1,-1,0,0,148
2321,33,admin,1,secondary,0,422,1,0,235,2,361,2,0,132
2322,30,self-employed,2,tertiary,0,-517,1,1,123,2,-1,0,0,234
2323,22,management,1,secondary,0,594,1,0,154,1,-1,0,0,133
2324,50,entrepreneur,0,tertiary,0,816,0,0,630,1,-1,0,0,323
2325,36,technician,1,secondary,0,129,1,0,200,7,-1,0,0,171
2326,39,blue-collar,2,primary,0,385,1,0,225,4,-1,0,0,136
2327,32,management,1,secondary,0,1615,1,0,164,3,-1,0,0,325
2328,35,management,2,tertiary,0,222,1,0,187,2,-1,0,0,322
2329,38,admin,1,secondary,0,393,0,0,184,2,-1,0,0,126
2330,49,blue-collar,2,secondary,0,203,0,0,167,1,-1,0,0,155
2331,23,admin,1,secondary,0,589,1,0,62,1,-1,0,0,126
2332,31,services,2,secondary,0,182,0,0,231,2,-1,0,0,232
2333,41,admin,1,tertiary,0,873,1,0,16,9,-1,0,0,40
2334,31,blue-collar,2,secondary,0,1243,1,0,32,1,-1,0,0,141
2335,32,services,1,secondary,0,717,0,0,462,2,-1,0,0,30
2336,32,technician,1,secondary,0,0,1,0,322,2,-1,0,0,232
2337,34,blue-collar,2,secondary,0,516,1,1,26,1,-1,0,0,153
2338,59,retired,2,tertiary,0,2194,1,0,16,9,-1,0,0,212
2339,40,admin,1,unknown,0,358,1,0,350,1,-1,0,0,153
2340,42,blue-collar,2,secondary,0,1958,1,0,124,3,-1,0,0,150
2341,31,management,1,tertiary,0,2384,1,0,608,2,-1,0,0,104
2342,42,admin,1,secondary,0,277,1,0,121,1,-1,0,0,134
2343,58,unemployed,2,tertiary,0,183,0,0,167,5,-1,0,0,325
2344,36,technician,2,primary,0,4585,1,0,311,3,-1,0,0,149
2345,42,blue-collar,2,secondary,0,476,1,0,93,1,-1,0,0,133
2346,38,entrepreneur,2,secondary,0,830,1,0,68,2,-1,0,0,139
2347,38,services,2,secondary,0,0,1,0,263,2,-1,0,0,125
2348,34,services,1,secondary,0,194,1,1,149,1,268,2,0,105
2349,52,admin,2,secondary,0,1648,1,0,172,3,-1,0,0,323
2350,55,retired,2,secondary,0,103,1,1,57,1,-1,0,0,321
2351,32,blue-collar,1,secondary,0,1402,1,0,343,3,295,5,0,127
2352,56,management,0,tertiary,0,-676,1,1,181,1,-1,0,0,147
2353,51,management,2,tertiary,0,1990,0,0,251,5,-1,0,0,212
2354,54,admin,2,secondary,0,1335,1,0,448,1,-1,0,0,205
2355,30,blue-collar,2,secondary,0,2,1,0,1000,1,-1,0,0,135
2356,33,admin,1,secondary,0,289,0,0,515,3,6,13,0,34
2357,40,services,0,secondary,0,49,0,1,191,1,-1,0,0,199
2358,43,management,2,tertiary,0,-271,1,1,121,1,-1,0,0,134
2359,57,retired,2,tertiary,0,1292,0,0,89,1,-1,0,0,83
2360,40,blue-collar,2,primary,0,98,1,0,240,2,343,5,0,131
2361,34,entrepreneur,2,primary,0,165,1,0,182,2,329,1,0,107
2362,53,admin,2,tertiary,0,5094,0,0,114,1,-1,0,0,217
2363,35,management,2,tertiary,0,1801,0,0,53,1,-1,0,0,324
2364,41,blue-collar,2,secondary,0,356,1,0,90,5,-1,0,0,134
2365,29,admin,1,secondary,0,-309,1,1,215,1,-1,0,0,155
2366,45,blue-collar,2,primary,0,2523,1,0,110,4,-1,0,0,133
2367,24,admin,1,secondary,0,99,0,0,65,3,89,3,0,124
2368,36,management,2,tertiary,0,22,0,0,91,2,-1,0,0,275
2369,41,management,2,tertiary,0,4,1,0,63,2,-1,0,0,196
2370,30,student,1,tertiary,0,25,1,0,89,2,-1,0,0,125
2371,39,blue-collar,2,primary,0,106,1,0,56,1,-1,0,0,127
2372,45,blue-collar,2,secondary,0,247,1,0,157,1,-1,0,0,128
2373,37,admin,1,secondary,0,127,0,0,83,4,-1,0,0,82
2374,39,management,1,tertiary,0,3202,1,0,14,8,-1,0,0,134
2375,31,housemaid,2,primary,0,2603,1,0,224,1,-1,0,0,322
2376,34,blue-collar,2,secondary,0,156,1,0,393,3,-1,0,0,210
2377,36,technician,1,secondary,0,524,1,0,95,1,-1,0,0,98
2378,31,blue-collar,2,secondary,0,30,1,0,172,14,-1,0,0,162
2379,27,services,1,secondary,0,150,0,0,81,3,-1,0,0,103
2380,27,admin,1,secondary,0,-400,0,1,290,1,-1,0,0,189
2381,20,student,2,unknown,0,292,0,0,45,1,-1,0,0,124
2382,34,technician,1,secondary,0,2683,0,0,73,2,-1,0,0,209
2383,29,services,1,secondary,0,-527,1,1,250,1,-1,0,0,155
2384,39,management,1,tertiary,0,0,1,0,13,8,9,2,0,37
2385,39,blue-collar,2,primary,0,694,1,0,44,1,-1,0,0,325
2386,33,blue-collar,2,secondary,0,640,1,0,439,3,-1,0,0,34
2387,39,blue-collar,2,primary,0,1742,0,0,130,6,-1,0,0,190
2388,49,entrepreneur,2,tertiary,0,18904,1,0,113,3,-1,0,0,153
2389,42,technician,2,secondary,0,-350,1,1,149,1,-1,0,0,150
2390,47,housemaid,2,secondary,0,3940,1,0,171,2,96,5,0,313
2391,44,services,2,secondary,0,1872,1,0,175,1,322,3,0,126
2392,46,admin,0,secondary,0,984,1,0,181,4,369,5,0,132
2393,50,admin,2,secondary,0,858,0,0,41,12,-1,0,0,190
2394,34,blue-collar,2,secondary,0,237,1,0,115,3,-1,0,0,134
2395,37,admin,0,secondary,0,1573,1,0,639,3,326,10,0,132
2396,33,technician,2,tertiary,0,525,1,1,139,1,-1,0,0,148
2397,49,blue-collar,2,secondary,0,188,1,0,181,16,-1,0,0,143
2398,47,blue-collar,2,secondary,0,3630,1,0,133,4,-1,0,0,134
2399,33,blue-collar,2,secondary,0,1834,1,0,117,3,-1,0,0,188
2400,48,entrepreneur,2,tertiary,0,810,0,0,383,1,-1,0,0,157
2401,35,blue-collar,2,unknown,0,-205,1,0,147,14,-1,0,0,143
2402,53,entrepreneur,2,tertiary,0,2289,1,1,183,1,-1,0,0,321
2403,41,management,1,tertiary,0,-426,1,0,294,1,-1,0,0,190
2404,41,management,2,tertiary,0,328,1,0,65,12,-1,0,0,210
2405,37,blue-collar,2,secondary,0,-100,1,0,108,2,349,2,0,138
2406,30,blue-collar,2,secondary,0,62,0,0,241,3,-1,0,0,202
2407,48,technician,2,secondary,0,547,0,0,459,2,-1,0,0,217
2408,53,admin,0,tertiary,0,493,1,1,64,3,-1,0,0,321
2409,33,housemaid,1,secondary,0,118,0,0,159,1,-1,0,0,29
2410,41,housemaid,0,primary,0,22,1,0,238,3,126,4,0,322
2411,31,services,2,secondary,0,143,1,0,221,2,-1,0,0,133
2412,26,technician,1,secondary,0,0,0,0,362,2,-1,0,0,189
2413,37,entrepreneur,2,tertiary,0,227,1,0,283,1,-1,0,0,191
2414,43,management,2,tertiary,0,676,0,0,143,4,-1,0,0,237
2415,43,management,0,tertiary,0,3578,0,0,376,2,-1,0,0,29
2416,35,blue-collar,2,secondary,0,612,1,0,47,4,-1,0,0,134
2417,51,management,2,primary,1,57,1,1,61,1,-1,0,0,128
2418,32,admin,0,secondary,0,1611,1,1,93,1,-1,0,0,133
2419,30,blue-collar,1,primary,0,296,0,0,41,7,-1,0,0,36
2420,36,management,2,tertiary,0,369,0,0,193,4,102,2,0,322
2421,32,blue-collar,2,primary,0,329,1,0,321,1,-1,0,0,34
2422,36,entrepreneur,2,secondary,0,0,1,0,344,3,-1,0,0,29
2423,31,management,1,tertiary,0,55,0,0,215,1,-1,0,0,234
2424,49,blue-collar,2,secondary,0,406,1,1,253,2,-1,0,0,219
2425,48,admin,2,secondary,0,113,1,1,532,1,-1,0,0,190
2426,54,technician,0,secondary,0,447,1,0,146,4,-1,0,0,134
2427,57,retired,2,tertiary,0,906,1,0,117,1,-1,0,0,127
2428,53,management,0,tertiary,0,195,1,0,217,1,-1,0,0,149
2429,35,management,2,tertiary,0,231,0,0,130,6,-1,0,0,238
2430,40,technician,2,secondary,0,-282,1,0,223,3,-1,0,0,157
2431,43,technician,0,secondary,0,0,0,0,333,1,-1,0,0,134
2432,47,technician,0,secondary,0,1851,1,0,140,2,-1,0,0,139
2433,32,management,2,tertiary,0,410,1,0,252,2,-1,0,0,146
